date,ticker,pct_change_prev_close,day_percent_change,max_day_percent_change,source,title,description,url,same_or_prev,date_time_story,nltk_pos_minus_neg_title,nltk_pos_minus_neg_description,nltk_pos_minus_neg_article,nltk_compound_title,nltk_compound_description,nltk_compound_article,tb_polarity_title,tb_polarity_description,tb_polarity_article,stanza_sentiment_article,open_price,close_price,percent_change,max_percent_change,volume,average_volume
11/10/15,FTK,-38.1,-20.35242291,1.497797357,bw,EQUITY ALERT: Rosen Law Firm Announces Investigation of Securities Claims Against Flotek Industries Inc. – FTK,"Rosen Law Firm, a global investor rights law firm, announces it is investigating potential securities claims on behalf of shareholders of Flotek Industries Inc. (NYSE:FTK) resulting from allegations t...",http://www.businesswire.com/news/home/20151109006813/en/EQUITY-ALERT-Rosen-Law-Firm-Announces-Investigation-of-Securities-Claims-Against-Flotek-Industries-Inc.-%E2%80%93-FTK,prev,11/09/2015 17:40,0.268,0.075,0.018000000000000002,0.6289,0.296,0.4515,-0.2,-0.1,-0.03640572390572391,-0.4444444444444444,11.35,9.04,-0.20352422907488993,0.014977973568281932,22215899,264171
2/5/16,NEWR,-22.3,-22.01342282,0,bw,New Relic to Present at Upcoming Investor Conferences,"Software analytics company New Relic, Inc. (NYSE:NEWR), today announced the following upcoming investor conference presentations. Founder and Chief Executive Officer Lew Cirne and Chief Financial Offi...",http://www.businesswire.com/news/home/20160205005017/en/New-Relic-to-Present-at-Upcoming-Investor-Conferences,same,02/05/2016 07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.06818181818181818,0.04545454545454545,0.10764462809917355,0.0,29.8,23.24,-0.22013422818791953,0.0,3402565,631456
2/8/16,BCRX,-71,-25.83333333,1.25,bw,"SHAREHOLDER ALERT: Levi & Korsinsky, LLP Announces an Investigation Involving Possible Violations of Federal Securities Laws by the Board of BioCryst Pharmaceuticals, Inc. -- BCRX","Levi & Korsinsky announces it has commenced an investigation of BioCryst Pharmaceuticals, Inc. (NASDAQGS: BCRX) concerning possible violations of federal securities laws by the Company and/or cert...",http://www.businesswire.com/news/home/20160208006030/en/SHAREHOLDER-ALERT-Levi-Korsinsky-LLP-Announces-an-Investigation-Involving-Possible-Violations-of-Federal-Securities-Laws-by-the-Board-of-BioCryst-Pharmaceuticals-Inc.----BCRX,same,02/08/2016 12:04,0.05899999999999998,-0.04100000000000001,-0.044000000000000004,0.186,-0.296,-0.7808,0.0,0.0,-0.06763618326118327,-0.3,2.4,1.78,-0.2583333333333333,0.012500000000000105,9305392,4125250
2/23/16,PTCT,-61.6,-32.79603224,5.393676379,bw,"GPM Announces Investigation On Behalf Of PTC Therapeutics, Inc. Investors","Glancy Prongay & Murray LLP (“GPM”) announces an investigation on behalf of PTC Therapeutics, Inc. (“PTC” or the “Company”) (Nasdaq: PTCT) investors concerning the Company and its officers’ possib...",http://www.businesswire.com/news/home/20160223006805/en/GPM-Announces-Investigation-On-Behalf-Of-PTC-Therapeutics-Inc.-Investors,same,02/23/2016 15:13,0.0,0.0,0.067,0.0,0.0,0.9081,0.0,0.0,0.058712121212121215,-0.25,16.13,10.84,-0.32796032238065714,0.053936763794172414,26581955,516483
2/23/16,PTCT,-61.6,-32.79603224,5.393676379,bw,"SHAREHOLDER ALERT: Levi & Korsinsky, LLP Announces an Investigation Involving Possible Securities Fraud Violations by the Board of PTC Therapeutics, Inc.","Levi & Korsinsky announces it has commenced an investigation of PTC Therapeutics, Inc. (NASDAQ: PTCT) concerning possible violations of federal securities laws by the Company and/or certain of its...",http://www.businesswire.com/news/home/20160223006560/en/SHAREHOLDER-ALERT-Levi-Korsinsky-LLP-Announces-an-Investigation-Involving-Possible-Securities-Fraud-Violations-by-the-Board-of-PTC-Therapeutics-Inc.,same,02/23/2016 12:49,-0.07300000000000001,0.02700000000000001,-0.04000000000000001,-0.4708,-0.0258,-0.7744,0.0,0.10714285714285714,0.013982683982683979,-0.2727272727272727,16.13,10.84,-0.32796032238065714,0.053936763794172414,26581955,516483
3/1/16,PTCT,-30.5,-26.58730159,1.71957672,bw,"IMPORTANT INVESTOR NOTICE: Lundin Law PC Announces Investigation of PTC Therapeutics, Inc. and Urges Investors with Losses to Contact the Firm","Lundin Law PC announces it is investigating claims against PTC Therapeutics, Inc. (“PTC” or the “Company”) (Nasdaq: PTCT) concerning possible violations of federal securities laws. The investigation i...",http://www.businesswire.com/news/home/20160301007008/en/IMPORTANT-INVESTOR-NOTICE-Lundin-Law-PC-Announces-Investigation-of-PTC-Therapeutics-Inc.-and-Urges-Investors-with-Losses-to-Contact-the-Firm,same,03/01/2016 15:57,-0.006000000000000005,-0.03799999999999999,-0.013999999999999999,-0.0431,-0.296,-0.5859,0.1,0.0,-0.013577331759149956,-0.4,7.56,5.55,-0.26587301587301587,0.0171957671957673,13132811,516483
3/7/16,SCOR,-33.6,-21.93995381,2.367205543,bw,"EQUITY ALERT: Rosen Law Firm Announces Investigation of Securities Claims Against comScore, Inc. - SCOR","Rosen Law Firm, a global investor rights law firm, announces it is investigating potential securities claims on behalf of shareholders of comScore, Inc. (NASDAQ:SCOR) resulting from allegations that c...",http://www.businesswire.com/news/home/20160307006474/en/EQUITY-ALERT-Rosen-Law-Firm-Announces-Investigation-of-Securities-Claims-Against-comScore-Inc.---SCOR,same,03/07/2016 15:39,0.3,0.075,0.034,0.6289,0.296,0.7998,-0.2,-0.1,-0.03608405483405482,-0.3076923076923077,34.64,27.04,-0.2193995381062356,0.02367205542725174,9502930,624300
3/7/16,SCOR,-33.6,-21.93995381,2.367205543,bw,"Glancy Prongay & Murray Commences Investigation on Behalf of comScore, Inc. Investors","Glancy Prongay & Murray LLP (“GPM”) is investigating claims on behalf of investors of comScore, Inc. (“comScore” or the “Company”) (NASDAQ: SCOR) concerning the Company and its officers’ possible...",http://www.businesswire.com/news/home/20160307006391/en/Glancy-Prongay-Murray-Commences-Investigation-on-Behalf-of-comScore-Inc.-Investors,same,03/07/2016 14:18,0.0,0.0,0.101,0.0,0.0,0.9531,0.0,0.0,0.10666666666666669,-0.14285714285714285,34.64,27.04,-0.2193995381062356,0.02367205542725174,9502930,624300
3/6/17,NH,-23.3,-22.96918768,0,bw,"EQUITY ALERT: Rosen Law Firm Announces Investigation of Securities Claims Against NantHealth, Inc. – NH","Rosen Law Firm, a global investor rights law firm, announces it is investigating potential securities claims on behalf of shareholders of NantHealth, Inc. (NASDAQ:NH) resulting from allegations that N...",http://www.businesswire.com/news/home/20170306006234/en/EQUITY-ALERT-Rosen-Law-Firm-Announces-Investigation-of-Securities-Claims-Against-NantHealth-Inc.-%E2%80%93-NH,same,03/06/2017 15:18,0.43,0.075,0.015,0.8429,0.296,0.3899,-0.2,-0.1,-0.010479797979797985,-0.2727272727272727,7.14,5.5,-0.22969187675070024,0.0,946383,297190
3/6/17,NH,-23.3,-22.96918768,0,bw,"SHAREHOLDER ALERT: Goldberg Law PC Announces an Investigation of NantHealth, Inc. and Advises Investors with Losses to Contact the Firm","Goldberg Law PC announces that it is investigating NantHealth, Inc. (“NantHealth” or the “Company”) (Nasdaq: NH) concerning possible violations of federal securities laws. If you purchased or otherwis...",http://www.businesswire.com/news/home/20170306006139/en/SHAREHOLDER-ALERT-Goldberg-Law-PC-Announces-an-Investigation-of-NantHealth-Inc.-and-Advises-Investors-with-Losses-to-Contact-the-Firm,same,03/06/2017 13:56,0.009999999999999995,-0.03799999999999999,0.063,0.0601,-0.296,0.9118,-0.2,0.0,0.08888888888888889,-0.2,7.14,5.5,-0.22969187675070024,0.0,946383,297190
3/6/17,NH,-23.3,-22.96918768,0,bw,"Glancy Prongay & Murray LLP Commences Investigation on Behalf of NantHealth, Inc. Investors","Glancy Prongay & Murray LLP (“GPM”) announces an investigation on behalf of NantHealth, Inc. (“NantHealth” or the “Company”) (NASDAQ: NH) investors concerning the Company and its officers’ possibl...",http://www.businesswire.com/news/home/20170306006065/en/Glancy-Prongay-Murray-LLP-Commences-Investigation-on-Behalf-of-NantHealth-Inc.-Investors,same,03/06/2017 12:53,0.0,0.0,0.113,0.0,0.0,0.9607,0.0,0.0,0.1142857142857143,-0.2857142857142857,7.14,5.5,-0.22969187675070024,0.0,946383,297190
5/10/17,PME,-28.2,-28.04878049,6.585365854,bw,IMPORTANT SHAREHOLDER ALERT: Khang & Khang LLP Announces an Investigation of Pingtan Marine Enterprise Ltd. and Encourages Investors with Losses to Contact the Firm,Khang & Khang LLP (the “Firm”) announces that it is investigating claims against Pingtan Marine Enterprise Ltd. (“Pingtan” or the “Company”) (Nasdaq: PME) concerning possible violations of federal...,http://www.businesswire.com/news/home/20170510006486/en/IMPORTANT-SHAREHOLDER-ALERT-Khang-Khang-LLP-Announces-an-Investigation-of-Pingtan-Marine-Enterprise-Ltd.-and-Encourages-Investors-with-Losses-to-Contact-the-Firm,same,05/10/2017 15:36,0.18800000000000003,-0.116,0.0030000000000000027,0.6874,-0.5267,-0.5489,0.1,0.0,-0.14697802197802198,0.0,4.1,2.95,-0.2804878048780487,0.06585365853658548,8671206,196007
5/10/17,PME,-28.2,-28.04878049,6.585365854,bw,INVESTOR ALERT: Goldberg Law PC Announces an Investigation of Pingtan Marine Enterprise Ltd.,"Goldberg Law PC, a national shareholder rights litigation firm, announces that it is investigating claims on behalf of investors of Pingtan Marine Enterprise (“Pingtan” or the “Company”) (Nasdaq: PME)...",http://www.businesswire.com/news/home/20170510006421/en/INVESTOR-ALERT-Goldberg-Law-PC-Announces-an-Investigation-of-Pingtan-Marine-Enterprise-Ltd.,same,05/10/2017 15:03,0.196,-0.062,0.023000000000000007,0.4466,-0.2023,0.3612,0.0,-0.2,-0.06461038961038962,0.0,4.1,2.95,-0.2804878048780487,0.06585365853658548,8671206,196007
5/10/17,PME,-28.2,-28.04878049,6.585365854,bw,"INVESTOR ALERT: Levi & Korsinsky, LLP Reminds Shareholders of an Investigation Involving Possible Securities Fraud Violations by Certain Officers and Directors of Pingtan Marine Enterprise Ltd.","Levi & Korsinsky, LLP announces it has commenced an investigation of Pingtan Marine Enterprise Ltd. (“Pingtan”) (NASDAQ:PME) concerning possible violations of federal securities laws. On May 10, 2...",http://www.businesswire.com/news/home/20170510006284/en/INVESTOR-ALERT-Levi-Korsinsky-LLP-Reminds-Shareholders-of-an-Investigation-Involving-Possible-Securities-Fraud-Violations-by-Certain-Officers-and-Directors-of-Pingtan-Marine-Enterprise-Ltd.,same,05/10/2017 13:45,0.0010000000000000009,-0.03900000000000001,-0.064,-0.2422,-0.296,-0.879,0.10714285714285714,0.0,-0.09111426767676768,-0.2,4.1,2.95,-0.2804878048780487,0.06585365853658548,8671206,196007
5/10/17,PME,-28.2,-28.04878049,6.585365854,bw,IMPORTANT SHAREHOLDER ALERT: Lundin Law PC Announces an Investigation of Pingtan Marine Enterprise Ltd. and Advises Investors with Losses to Contact the Firm,"Lundin Law PC, a shareholder rights firm, announces that it is investigating claims against Pingtan Marine Enterprise Ltd. (“Pingtan” or the “Company”) (Nasdaq: PME) concerning possible violations of...",http://www.businesswire.com/news/home/20170510006266/en/IMPORTANT-SHAREHOLDER-ALERT-Lundin-Law-PC-Announces-an-Investigation-of-Pingtan-Marine-Enterprise-Ltd.-and-Advises-Investors-with-Losses-to-Contact-the-Firm,same,05/10/2017 13:37,0.098,-0.116,0.054000000000000006,0.4149,-0.5267,0.6808,0.1,-0.1,-0.04285714285714286,-0.16666666666666666,4.1,2.95,-0.2804878048780487,0.06585365853658548,8671206,196007
5/10/17,PME,-28.2,-28.04878049,6.585365854,bw,INVESTOR ALERT: Investigation of Pingtan Marine Announced by Holzer & Holzer,"Holzer & Holzer, LLC is investigating whether certain statements issued by Pingtan Marine Enterprise, LTD (“Pingtan Marine” or the “Company”) (NASDAQ: PME) complied with federal securities laws. O...",http://www.businesswire.com/news/home/20170510006206/en/INVESTOR-ALERT-Investigation-of-Pingtan-Marine%C2%A0Announced-by-Holzer-Holzer,same,05/10/2017 12:59,0.246,0.147,-0.016,0.4466,0.5106,-0.6249,0.0,0.21428571428571427,-0.006122448979591835,-0.14285714285714285,4.1,2.95,-0.2804878048780487,0.06585365853658548,8671206,196007
5/10/17,PME,-28.2,-28.04878049,6.585365854,bw,EQUITY ALERT: Rosen Law Firm Announces Investigation of Securities Claims Against Pingtan Marine Enterprise Ltd. - PME,"Rosen Law Firm, a global investor rights law firm, announces it is investigating potential securities claims on behalf of shareholders of Pingtan Marine Enterprise Ltd. (NASDAQ: PME) resulting from al...",http://www.businesswire.com/news/home/20170510006186/en/EQUITY-ALERT-Rosen-Law-Firm-Announces-Investigation-of-Securities-Claims-Against-Pingtan-Marine-Enterprise-Ltd.---PME,same,05/10/2017 12:44,0.268,0.073,-0.046,0.6289,0.296,-0.8604,-0.2,-0.1,-0.05568181818181818,-0.5,4.1,2.95,-0.2804878048780487,0.06585365853658548,8671206,196007
11/3/17,GNMK,-41.3,-29,2.833333333,bw,"EQUITY ALERT: Rosen Law Firm Announces Investigation of Securities Claims Against GenMark Diagnostics, Inc. – GNMK","Rosen Law Firm, a global investor rights law firm, announces it is investigating potential securities claims on behalf of purchasers of the securities of GenMark Diagnostics, Inc. (NASDAQ:GNMK) result...",http://www.businesswire.com/news/home/20171103005686/en/EQUITY-ALERT-Rosen-Law-Firm-Announces-Investigation-of-Securities-Claims-Against-GenMark-Diagnostics-Inc.-%E2%80%93-GNMK,same,11/03/2017 12:39,0.268,0.145,0.025,0.6289,0.5267,0.6199,-0.2,-0.1,-0.023268398268398268,-0.36363636363636365,6,4.26,-0.29000000000000004,0.02833333333333332,7045690,3099613
11/6/17,GNCA,21,20.95238095,30.47619048,bw,"GNCA INVESTOR ALERT: The Law Offices of Vincent Wong Reminds Investors of an Investigation Involving Possible Securities Fraud Violations by the Board of Directors of Genocea Biosciences, Inc.","The Law Offices of Vincent Wong notifies investors of an investigation concerning whether Genocea Biosciences, Inc. (“Genocea Biosciences”) (NASDAQ:GNCA) violated federal securities laws. Click here t...",http://www.businesswire.com/news/home/20171106006201/en/GNCA-INVESTOR-ALERT-The-Law-Offices-of-Vincent-Wong-Reminds-Investors-of-an-Investigation-Involving-Possible-Securities-Fraud-Violations-by-the-Board-of-Directors-of-Genocea-Biosciences-Inc.,same,11/06/2017 15:15,-0.05700000000000002,-0.04100000000000001,-0.076,-0.4708,-0.296,-0.8919,0.0,0.0,0.11948051948051949,-0.2,8.4,10.16,0.2095238095238095,0.3047619047619048,169020.37500000003,298541
11/8/17,CMCM,26.4,23.91304348,24.7826087,bw,EQUITY ALERT: Rosen Law Firm Files Securities Class Action Lawsuit Against Cheetah Mobile Inc. – CMCM,"Rosen Law Firm, a global investor rights law firm, announces it has filed a class action lawsuit on behalf of purchasers of the securities of Cheetah Mobile Inc. (NYSE:CMCM) from April 26, 2017 throug...",http://www.businesswire.com/news/home/20171108006153/en/EQUITY-ALERT-Rosen-Law-Firm-Files-Securities-Class-Action-Lawsuit-Against-Cheetah-Mobile-Inc.-%E2%80%93-CMCM,same,11/08/2017 11:46,0.161,0.009000000000000001,0.006999999999999992,0.4995,0.0772,0.4883,-0.05,-0.07500000000000001,-0.09587542087542088,-0.3125,9.2,11.4,0.23913043478260884,0.2478260869565219,6639729,660353
1/23/18,OBLN,-33.3,-35.92592593,5.555555556,bw,INVESTOR ALERT: Investigation of Obalon Therapeutics Announced by Holzer & Holzer,"Holzer & Holzer, LLC is investigating whether Obalon Therapeutics, Inc. (“Obalon” or the “Company”) (NASDAQ: OBLN) complied with the federal securities laws. On January 23, 2018, Obalon announced...",http://www.businesswire.com/news/home/20180123006376/en/INVESTOR-ALERT-Investigation-of-Obalon-Therapeutics-Announced-by-Holzer-Holzer,same,01/23/2018 14:33,0.246,0.078,-0.011000000000000003,0.4466,0.296,-0.2732,0.0,0.0,-4.625929269271485e-18,0.0,54,34.6,-0.3592592592592592,0.05555555555555555,509297.29999999993,1818630
5/2/18,NVIV,70.8,72.06632653,93.75,bw,InVivo Therapeutics Announces Presentation of Complete Six-Month Primary Endpoint Results from the INSPIRE Study of the Investigational Neuro-Spinal Scaffold™ in Acute Thoracic Complete Spinal Cord Injury,InVivo Therapeutics Holdings Corp. (Nasdaq: NVIV) today announced the presentation of the complete six-month primary endpoint results from the company’s single-arm INSPIRE study (InVivo Study of Proba...,http://www.businesswire.com/news/home/20180502005461/en/InVivo-Therapeutics-Announces-Presentation-of-Complete-Six-Month-Primary-Endpoint-Results-from-the-INSPIRE-Study-of-the-Investigational-Neuro-Spinal-Scaffold%E2%84%A2-in-Acute-Thoracic-Complete-Spinal-Cord-Injury,same,05/02/2018 08:00,0.05199999999999999,0.146,0.11900000000000001,0.3885,0.6633,0.9959,0.30000000000000004,0.25,0.13722222222222222,0.0,235.2,404.7,0.7206632653061225,0.9375,102183.9,1293234
5/4/18,ICON,25.8,23.91666667,27.8,bw,"EQUITY ALERT: Rosen Law Firm Announces Investigation of Securities Claims Against Iconix Brand Group, Inc. – ICON","Rosen Law Firm, a global investor rights law firm, announces it is investigating potential securities claims on behalf of shareholders of Iconix Brand Group, Inc. (NASDAQ: ICON) resulting from allegat...",http://www.businesswire.com/news/home/20180504005436/en/EQUITY-ALERT-Rosen-Law-Firm-Announces-Investigation-of-Securities-Claims-Against-Iconix-Brand-Group-Inc.-%E2%80%93-ICON,same,05/04/2018 09:44,0.255,0.073,0.04000000000000001,0.6289,0.296,0.8299,-0.2,-0.1,0.008526936026936023,-0.21428571428571427,6,7.435,0.2391666666666666,0.278,732658.5999999999,155139
7/11/18,FPI,-39,-36.07748184,0,bw,"NEW INVESTIGATION ALERT: The Schall Law Firm Announces it is Investigating Claims Against Farmland Partners Inc. and Encourages Investors with Losses in Excess of $100,000 to Contact the Firm","The Schall Law Firm, a national shareholder rights litigation firm, announces that it is investigating claims on behalf of investors of Farmland Partners Inc. (""Farmland"" or the ""Company"") (NYSE: FPI)...",http://www.businesswire.com/news/home/20180711005724/en/NEW-INVESTIGATION-ALERT-The-Schall-Law-Firm-Announces-it-is-Investigating-Claims-Against-Farmland-Partners-Inc.-and-Encourages-Investors-with-Losses-in-Excess-of-100000-to-Contact-the-Firm,same,07/11/2018 13:48,0.09100000000000001,-0.06,0.013999999999999999,0.4824,-0.2023,0.5647,-0.08787878787878789,-0.2,0.011458333333333333,-0.38461538461538464,8.26,5.28,-0.360774818401937,0.0,7347391,304826
7/11/18,FPI,-39,-36.07748184,0,bw,EQUITY ALERT: Rosen Law Firm Announces Investigation of Securities Claims Against Farmland Partners Inc.,"Rosen Law Firm, a global investor rights law firm, announces it is investigating potential securities claims on behalf of shareholders of Farmland Partners Inc. (NYSE: FPI) resulting from allegations...",http://www.businesswire.com/news/home/20180711005657/en/EQUITY-ALERT-Rosen-Law-Firm-Announces-Investigation-of-Securities-Claims-Against-Farmland-Partners-Inc.,same,07/11/2018 12:48,0.3,0.075,0.066,0.6289,0.296,0.937,-0.2,-0.1,0.013203463203463202,-0.2857142857142857,8.26,5.28,-0.360774818401937,0.0,7347391,304826
